time,atmp,hrh,bpr,wxt_e_hPa,wxt_q_gkg,psy_T_dry_C,psy_T_wet_C,psy_RH_pct,psy_e_hPa,psy_q_gkg,psy_in_air,comparison_valid,dRH_psy_minus_wxt_pct,de_psy_minus_wxt_hPa,dq_psy_minus_wxt_gkg
2026-05-28 13:21:55,18.0,65.30000305175781,1006.7999877929688,13.481562276850955,8.393584351710972,17.65051676615002,17.64814262587538,99.97714548588688,20.191577469727385,12.4884662984495,False,False,34.67714243412907,6.71001519287643,4.0948819467385285
2026-05-28 13:22:55,17.899999618530273,65.5,1006.7999877929688,13.438047285946354,8.366082147236206,17.654444161933895,17.649890623404076,99.95617199105948,20.192341457385307,12.4889623074971,False,False,34.45617199105948,6.7542941714389535,4.122880160260895
2026-05-28 13:23:55,17.899999618530273,65.5,1006.7999877929688,13.438047285946354,8.366082147236206,17.648804097247137,17.650296414696754,100.01436736769766,20.196913602757487,12.4917564488055,False,False,34.51436736769766,6.758866316811133,4.125674301569294
2026-05-28 13:24:55,17.899999618530273,65.5,1006.7999877929688,13.438047285946354,8.366082147236206,17.653166052453003,17.649318357572383,99.9629640242545,20.192086181361777,12.4887967764435,False,False,34.462964024254504,6.754038895415423,4.1227146292072945
2026-05-28 13:25:55,17.899999618530273,65.5,1006.7999877929688,13.438047285946354,8.366082147236206,17.65293837547756,17.650265199899593,99.97426865168758,20.194079757658404,12.4900284410007,False,False,34.47426865168758,6.75603247171205,4.123946293764494
2026-05-28 13:26:55,17.899999618530273,65.5,1006.7999877929688,13.438047285946354,8.366082147236206,17.654356194137563,17.652908101315177,99.98606122567408,20.1982674058042,12.4926269801259,False,False,34.48606122567408,6.760220119857845,4.126544832889694
2026-05-28 13:27:55,17.899999618530273,65.30000305175781,1006.7999877929688,13.39701570659485,8.340537248027188,17.397616886523338,15.91678349619599,86.02202763262456,17.098058912802173,10.5738575513615,True,True,20.722024580866744,3.7010432062073235,2.233320303334313
2026-05-28 13:28:55,18.0,65.4000015258789,1006.7000122070312,13.502207491946999,8.407279374718856,17.714272349457588,14.39267335671076,69.90345583990899,14.174693105687751,8.7672986430791,True,True,4.50345431403008,0.6724856137407524,0.36001926836024367
2026-05-28 13:29:55,18.0,65.30000305175781,1006.7000122070312,13.48156223025038,8.394424403933435,17.78073001692212,14.232989289861903,68.03826265963023,13.854370485123722,8.5694475425214,True,True,2.738259607872422,0.3728082548733411,0.17502313858796548
2026-05-28 13:30:55,18.0,65.30000305175781,1006.7999877929688,13.481562276850955,8.393584351710972,17.758007266228105,14.204094695655726,67.96610420193123,13.819880030134316,8.5480202990876,True,True,2.666101150173418,0.338317753283361,0.15443594737662814
